שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק שירות ביטחון (תיקון - חובת פוקד לקרוא להתייצבות לשירות ביטחון), התשפ'ב-2021",,פ\24\2507,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164153,,,1,0,דוד אמסלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דוד אמסלם
"הצעת חוק התכנון והבנייה (תיקון - הגבלת תקופת ההפקעה לייעוד ציבורי), התשפ'ב- 2021",,פ\24\2508,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164165,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיף
"הצעת חוק המרכז למורשת יהדות תוניסיה וג'רבה, התשפ'ב-2021",,פ\24\2509,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164133,,,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק שירותי הסעד (תיקון - הגבלת מספר התיקים בטיפול עובד סוציאלי המטפל במשפחות), התשפ'ב-2021",,פ\24\2510,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164190,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים), התשפ'ב-2021",,פ\24\2511,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164404,,,1,0,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלכס קושניר
"הצעת חוק הירושה (תיקון - בני זוג), התשפ'ב-2021",,פ\24\2512,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164312,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק שעות עבודה ומנוחה (תיקון - הפסקה בין יום עבודה למשנהו שלא עולה על 8 שעות), התשפ'ב-2021",,פ\24\2513,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164306,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים), התשפ'ב-2021",,פ\24\2514,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158782,,,1,0,חוה אתי עטייה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייה
"הצעת חוק חינוך ממלכתי (תיקון - תקצוב מלא למוסדות מוכרים לא רשמיים), התשפ'ב-2021",,פ\24\2515,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164170,,,0,0,ווליד טאהא,אימאן ח'טיב יאסין,מאזן גנאים,מנסור עבאס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ווליד טאהאאימאן ח'טיב יאסיןמאזן גנאיםמנסור עבאס
"הצעת חוק המועצה להשכלה גבוהה (תיקון - קביעת שכר לימוד במוסדות מוכרים שהמדינה אינה משתתפת בתקציביהם), התשפ'ב-2021",dup_laws_bot,פ\24\2516,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164267,"הצעת חוק אנטי ליברלית ומסוכנת. פיקוח מחירים על שכר לימוד במוסדות השכלה פרטיים! ראה חוק
פ/548/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156591",,0,0,עלי סלאלחה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלי סלאלחה
"הצעת חוק הסכמים קיבוציים (תיקון - שינוי מעסיקים), התשפ'ב-2021",,פ\24\2517,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161439,,,0,0,נעמה לזימי,גלעד קריב,מיכאל מרדכי ביטון,יעקב מרגי,עופר כסיף,אוריאל בוסו,מיכל רוזין,אופיר כץ,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימיגלעד קריבמיכאל מרדכי ביטוןיעקב מרגיעופר כסיףאוריאל בוסומיכל רוזיןאופיר כץינון אזולאי
"הצעת חוק שמירת הסביבה החופית (בחינה ועדכון של תכניות), התשפ'ב-2021",,פ\24\2518,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164437,,,0,0,אלון טל,מופיד מרעי,מוסי רז,רות וסרמן לנדה,רם שפע,נעמה לזימי,יסמין פרידמן,יוראי להב הרצנו,סמי אבו שחאדה,גבי לסקי,מיכל רוזין,אבתיסאם מראענה,גילה גמליאל,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלון טלמופיד מרעימוסי רזרות וסרמן לנדהרם שפענעמה לזימייסמין פרידמןיוראי להב הרצנוסמי אבו שחאדהגבי לסקימיכל רוזיןאבתיסאם מראענהגילה גמליאלגלעד קריב
"הצעת חוק הביטוח הלאומי (תיקון - תנאי זכאות לדמי לידה), התשפ'ב-2021",dup_laws_bot,פ\24\2519,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164323,"יז: הגדלת הוצאה ממשלתית קצבאות ראה חוק
פ/546/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156511",,1,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק לתיקון פקודת התעבורה (הגבלת הפעלת רכב ציבורי בימי מנוחה), התשפ'ב-2021",,פ\24\2520,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163953,,,0,0,משה אבוטבול,אוריאל בוסו,יצחק פינדרוס,מאיר פרוש,אבי מעוז,יעקב ליצמן,חיים ביטון,מיכאל מלכיאלי,איתמר בן גביר,אורית מלכה סטרוק,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולאוריאל בוסויצחק פינדרוסמאיר פרושאבי מעוזיעקב ליצמןחיים ביטוןמיכאל מלכיאליאיתמר בן גביראורית מלכה סטרוקשלמה קרעי
הצעת חוק-יסוד: הגירה לישראל,,פ\24\2521,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164318,,,0,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק לתיקון פקודת הרופאים (מס' 14) (הוראות מיוחדות לעניין רופא שהורשע בעבירת מין), התשפ'ב-2022",,פ\24\2522,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163363,,,1,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל רוזין
"הצעת חוק לתיקון פקודת מס הכנסה (הכרה בהוצאות טיפול בילדים), התשפ'ב-2021",,פ\24\2523,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163968,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק ההוצאה לפועל (תיקון - החרגת עיקול רכב), התשפ'ב-2021",,פ\24\2524,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164184,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק המועצה להשכלה גבוהה (תיקון - קביעת שכר לימוד במוסדות מוכרים שהמדינה אינה משתתפת בתקציביהם), התשפ'ב-2021",dup_laws_bot,פ\24\2525,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164182,"הצעת חוק אנטי ליברלית ומסוכנת. פיקוח מחירים על שכר לימוד במוסדות השכלה פרטיים! ראה חוק
פ/548/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156591",,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיף
"הצעת חוק הביטוח הלאומי (תיקון - עבודה מועדפת), התשפ'ב-2021",,פ\24\2526,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164191,,,0,0,מירב בן ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב בן ארי
"הצעת חוק אחריות קבלן שיפוצים, התשפ'ב-2021",,פ\24\2527,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163680,,,1,0,מיכל שיר סגמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל שיר סגמן
"הצעת חוק דמי נסיעה לסטודנטים בתחבורה ציבורית (תיקוני חקיקה), התשפ'ב-2021",,פ\24\2528,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164173,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיף
"הצעת חוק איסור חקירה בדבר עברו המיני של נפגע עבירה (תיקוני חקיקה), התשפ'ב-2021",,פ\24\2529,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163494,,,0,0,שרון רופא אופיר,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,לימור מגן תלם,אלינה ברדץ' יאלוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרון רופא אופיריבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןלימור מגן תלםאלינה ברדץ' יאלוב
"הצעת חוק יחסי ממון בין בני זוג (תיקון - הפקעת זכות האיזון מבן זוג שהורשע ברצח בן הזוג השני), התשפ'ב-2021",,פ\24\2530,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164222,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק הרשויות המקומיות (יועצת לענייני מעמד האישה) (תיקון - תקציב ייעודי וייחוד הכהונה), התשפ'ב-2021",,פ\24\2531,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164213,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק לתיקון סדרי המינהל (החלטות והנמקות) (תיקון - קיצור זמן המענה בפניות ציבור), התשפ'ב-2021",dup_laws_bot,פ\24\2532,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164313,"סביר שפשוט יגרום ליותר תשובות מהירות שבהן אומרים שצריך לעשות בדיקה נוספת (מאופשר על ידי סעיף קטן ב בחוק המקורי) ויהווה עלות למשלמי המיסים. אך אי אפשר לדרג כשלילי לאור הפוטנציאל של שקיפות ממשלתית לפעמים. ראה חוק
פ/1643/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142204",,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הביטוח הלאומי (תיקון - רכז תנועת נוער או ארגון נוער כעבודה מועדפת), התשפ'ב-2021",,פ\24\2533,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164307,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק ההוצאה לפועל (תיקון - ביטול הגבלת רישיון נהיגה), התשפ'ב-2021",,פ\24\2534,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164185,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק זכויות נפגעי עבירה (תיקון - הרחבת זכות העמידה לנפגעי ונפגעות עבירה), התשפ'ב-2021",,פ\24\2535,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163514,,,1,0,שרון רופא אופיר,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,לימור מגן תלם,אלינה ברדץ' יאלוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרון רופא אופיריבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןלימור מגן תלםאלינה ברדץ' יאלוב
"הצעת חוק מס ערך מוסף (תיקון - הגבלת שיעור מס שכר למלכ'רים בירושלים), התשפ'ב-2021",,פ\24\2536,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162153,,,0,0,משה טור פז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה טור פז
"הצעת חוק עבודת נשים (תיקון - תגמול לעובדת עצמאית שבן זוגה משרת במילואים), התשפ'ב-2021",,פ\24\2537,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2164276,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק לשכת עורכי הדין (תיקון - ציון עובר בבחינת ההתמחות) (הוראת שעה), התשפ'ב-2021",,פ\24\2538,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163471,,,0,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק הבחירות (דרכי תעמולה) (תיקון - פרסום סקרים בימי מנוחה), התשפ'ב-2021",,פ\24\2539,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162596,,,0,0,משה אבוטבול,מיכאל מלכיאלי,יעקב מרגי,חיים ביטון,ינון אזולאי,משה ארבל,אורי מקלב,מאיר פרוש,קטי קטרין שטרית,יואב בן צור,מיכל וולדיגר,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאלייעקב מרגיחיים ביטוןינון אזולאימשה ארבלאורי מקלבמאיר פרושקטי קטרין שטריתיואב בן צורמיכל וולדיגראוריאל בוסו
"הצעת חוק לתיקון פקודת מס הכנסה (הכרה בהוצאות עבודה מהבית בתקופת התפשטות נגיף הקורונה החדש) (הוראת שעה), התשפ'ב-2021",dup_laws_bot,פ\24\2540,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163466,"הקלה על בעלי עסקים עבור הוצאות אמיתיות, הוראת שעה ראה חוק
פ/119/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156102",,0,0,אימאן ח'טיב יאסין,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אימאן ח'טיב יאסיןמנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק המלחמה בפדופיליה (מאגר מידע), התשפ'ב-2021",,פ\24\2541,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163403,,,0,0,שרון רופא אופיר,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,לימור מגן תלם,אלינה ברדץ' יאלוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרון רופא אופיריבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןלימור מגן תלםאלינה ברדץ' יאלוב
"הצעת חוק לתיקון פקודת היערות (הגברת ההגנה על עצים בוגרים), התשפ'ב-2021",,פ\24\2542,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2163096,,,1,0,יוראי להב הרצנו,יסמין פרידמן,גבי לסקי,מוסי רז,עידית סילמן,אלון טל,מאי גולן,רם שפע,מיכאל מלכיאלי,גילה גמליאל,מאיר יצחק-הלוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנויסמין פרידמןגבי לסקימוסי רזעידית סילמןאלון טלמאי גולןרם שפעמיכאל מלכיאליגילה גמליאלמאיר יצחק-הלוי
"הצעת חוק לתיקון פקודת בתי הסוהר (תנאי אסיר ביטחוני בבתי הסוהר), התשפ'ב-2021",,פ\24\2543,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162072,,,0,0,אורית מלכה סטרוק,אבי דיכטר,צחי הנגבי,בצלאל סמוטריץ',מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורית מלכה סטרוקאבי דיכטרצחי הנגביבצלאל סמוטריץ'מיכאל מלכיאלי
