שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק חופש המידע (תיקון - החלת חופש המידע על תאגידים בנקאיים, גופים פיננסיים ונותני אשראי ובורסה לניירות ערך), התשפ'א-2020",,פ\23\2508,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2146785,,,0,0,מיקי לוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיקי לוי
"הצעת חוק התכנית לסיוע כלכלי (נגיף הקורונה החדש) (הוראת שעה) (תיקון - מענק נוסף לעסקים), התשפ'א-2020",,פ\23\2509,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149269,,,0,0,עודד פורר,קרן ברק,יוליה מלינובסקי קונין,אליהו ברוכי,הילה שי וזאן,חוה אתי עטייה,יעקב מרגי,מיקי לוי,יאיר גולן,יעקב אשר,יבגני סובה,אלי אבידר,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פוררקרן ברקיוליה מלינובסקי קוניןאליהו ברוכיהילה שי וזאןחוה אתי עטייהיעקב מרגימיקי לוייאיר גולןיעקב אשריבגני סובהאלי אבידרחמד עמאראלכס קושניר
"הצעת חוק לתיקון פקודת מס הכנסה (שווי השימוש ברכב או ברדיו טלפון נייד), התשפ'א-2020",,פ\23\2510,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148943,,,0,0,עודד פורר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורר
"הצעת חוק לתיקון פקודת מס הכנסה (שווי השימוש ברכב או ברדיו טלפון נייד), התשפ'א-2020",,פ\23\2511,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148966,,,0,0,מכלוף מיקי זוהר,אוסנת הילה מארק,אלי אבידר,יאיר לפיד,מאי גולן,חמד עמאר,יעקב אשר,עודד פורר,יוליה מלינובסקי קונין,ישראל אייכלר,יאיר גולן,אביגדור ליברמן,אליהו ברוכי,מיכאל מלכיאלי,יבגני סובה,יעקב ליצמן,אנטאנס שחאדה,מיקי לוי,יצחק פינדרוס,אחמד טיבי,אופיר כץ,ניר ברקת,סמי אבו שחאדה,יואל רזבוזוב,טלי פלוסקוב,סונדוס סאלח,קארין אלהרר,אוריאל בוסו,מאיר כהן,בועז טופורובסקי,משה אבוטבול,אוסאמה סעדי,אלעזר שטרן,יעקב מרגי,אבי דיכטר,משה יעלון,ינון אזולאי,היבה יזבק,אנדרי קוז'ינוב,יוסף טייב,שרן מרים השכל,אופיר סופר,משה ארבל,עידן רול,אימאן ח'טיב יאסין,עמית הלוי,קטי קטרין שטרית,מתן כהנא,יעקב טסלר,עוזי דיין,עאידה תומא סלימאן,משה גפני,הילה שי וזאן,מיכל שיר סגמן,אריאל קלנר,חוה אתי עטייה,מנסור עבאס,שלמה קרעי,אלכס קושניר,מצטרף:      חבר הכנסת,נפתלי בנט,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהראוסנת הילה מארקאלי אבידריאיר לפידמאי גולןחמד עמאריעקב אשרעודד פורריוליה מלינובסקי קוניןישראל אייכלריאיר גולןאביגדור ליברמןאליהו ברוכימיכאל מלכיאלייבגני סובהיעקב ליצמןאנטאנס שחאדהמיקי לוייצחק פינדרוסאחמד טיביאופיר כץניר ברקתסמי אבו שחאדהיואל רזבוזובטלי פלוסקובסונדוס סאלחקארין אלהרראוריאל בוסומאיר כהןבועז טופורובסקימשה אבוטבולאוסאמה סעדיאלעזר שטרןיעקב מרגיאבי דיכטרמשה יעלוןינון אזולאיהיבה יזבקאנדרי קוז'ינוביוסף טייבשרן מרים השכלאופיר סופרמשה ארבלעידן רולאימאן ח'טיב יאסיןעמית הלויקטי קטרין שטריתמתן כהנאיעקב טסלרעוזי דייןעאידה תומא סלימאןמשה גפניהילה שי וזאןמיכל שיר סגמןאריאל קלנרחוה אתי עטייהמנסור עבאסשלמה קרעיאלכס קושנירמצטרף:      חבר הכנסתנפתלי בנט
"הצעת חוק הבחירות (דרכי תעמולה) (תיקון - תעמולה דיגטלית), התשפ'א-2020",,פ\23\2512,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149816,,,0,0,תהלה פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תהלה פרידמן
"הצעת חוק רשת ביטחון לעצמאים בעת אירוע חירום, התשפ'א-2020",,פ\23\2513,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150505,,,0,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק מימון מפלגות (תיקון - הגבלת מימון בבחירות לכנסת העשרים וארבע) (הוראת שעה), התשפ'א-2020",,פ\23\2514,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150514,,,0,0,רם שפע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רם שפע
הצעת חוק-יסוד: כבוד האדם וחירותו (תיקון - הזכות לשוויון),,פ\23\2515,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150537,,,0,0,רם שפע,הילה שי וזאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רם שפעהילה שי וזאן
"הצעת חוק הרשויות המקומיות (ממונה על בטיחות ילדים), התשפ'א-2020 ",,פ\23\2516,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149731,,,0,0,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף ג'בארין
"הצעת חוק מעמד ותיקי מלחמת העולם השנייה (תיקון - מענק הטבות לוותיק מלחמה), התשפ'א-2020",,פ\23\2517,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148001,,,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קוניןחמד עמאראלכס קושניר
"הצעת חוק הטבות לניצולי שואה (תיקון - הגדלת מענק שנתי), התשפ'א-2020",,פ\23\2518,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2147990,,,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קוניןחמד עמאראלכס קושניר
"הצעת חוק הטבות לניצולי שואה (תיקון - זכאות למענק הטבות שנתי לבן זוג של ניצול שואה שנפטר), התשפ'א-2020",,פ\23\2519,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2147976,,,0,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבגני סובהעודד פורראלי אבידריוליה מלינובסקי קוניןחמד עמאראלכס קושניר
"הצעת חוק תגמולים לאסירי ציון ולבני משפחותיהם (תיקון - שינוי מועד יום ציון פועלם של אסירי ציון וקביעת פעולות לציונו), התשפ'א-2020",,פ\23\2520,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148792,,,0,0,אריאל קלנר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אריאל קלנר
"הצעת חוק הנכים (תגמולים ושיקום) (תיקון - ביטול מבחן הכנסה), התשפ'א-2020",,פ\23\2521,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150438,,,0,0,עוזי דיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עוזי דיין
"הצעת חוק הבטחת הכנסה (תיקון - זכויות נשים ששהו במקלט לנשים מוכות), התשפ'א-2020",,פ\23\2522,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149920,,,0,0,יואב סגלוביץ',ינון אזולאי,מרב מיכאלי,קרן ברק,מיקי לוי,מיכל שיר סגמן,קארין אלהרר,מאיר כהן,בועז טופורובסקי,יואל רזבוזוב,רם בן ברק,יוראי להב הרצנו,אורנה ברביבאי,עאידה תומא סלימאן,תהלה פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב סגלוביץ'ינון אזולאימרב מיכאליקרן ברקמיקי לוימיכל שיר סגמןקארין אלהררמאיר כהןבועז טופורובסקייואל רזבוזוברם בן ברקיוראי להב הרצנואורנה ברביבאיעאידה תומא סלימאןתהלה פרידמן
"הצעת חוק לתיקון פקודת בריאות העם (חובת החזרת גופות), התשפ'א-2020",,פ\23\2523,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148650,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק יסודות התקציב (תיקון - אישור נוהל הגשת בקשות תמיכה), התשפ'א-2020",,פ\23\2524,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149942,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק לתיקון פקודת מס הכנסה (זיכוי בשל הוצאות אלזכא), התשפ'א-2020",,פ\23\2525,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149983,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - חובת יידוע מבוטח בדבר ביצוע בדיקה לגילוי מוקדם של מחלה ממאירה), התשפ'א-2020",,פ\23\2526,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148758,,,0,0,הילה שי וזאן,טלי פלוסקוב,קטי קטרין שטרית,מיכל וונש,תהלה פרידמן,מיכל שיר סגמן,קרן ברק,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הילה שי וזאןטלי פלוסקובקטי קטרין שטריתמיכל וונשתהלה פרידמןמיכל שיר סגמןקרן ברקמרב מיכאלי
"הצעת חוק עסקאות גופים ציבוריים (תיקון - מניעת העסקה במיקור חוץ בשירות הציבורי), התשפ'א-2020",,פ\23\2527,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148658,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - כרטיס קדימות), התשפ'א-2020",,פ\23\2528,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149971,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק רמת הגולן (תיקון - ביטול החוק), התשפ'א-2020",,פ\23\2529,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149345,,,0,0,היבה יזבק,אנטאנס שחאדה,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,היבה יזבקאנטאנס שחאדהסמי אבו שחאדה
"הצעת חוק לתיקון פקודת העיריות (הגבלת התקשרות בחוזה של נושאי משרה ועובדים בכירים), התשפ'א-2020",,פ\23\2530,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149672,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,ג'אבר עסאקלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'באריןג'אבר עסאקלה
"הצעת חוק הכניסה לישראל (תיקון - הארכת רישיונות עובדים זרים בתחום הסיעוד מטעמים הומניטריים מיוחדים וחריגים)(הוראת שעה), התשפ'א-2020",,פ\23\2531,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150436,,,0,0,חוה אתי עטייה,מיקי חיימוביץ',קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חוה אתי עטייהמיקי חיימוביץ'קטי קטרין שטרית
"הצעת חוק דוד בן-גוריון (תיקון - מרכז בן-גוריון), התשפ'א-2020",,פ\23\2532,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148895,,,0,0,תהלה פרידמן,רם שפע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תהלה פרידמןרם שפע
"הצעת חוק שכר מינימום (תיקון - הצמדת שכר המינימום למדד המחירים לצרכן), התשפ'א-2020",,פ\23\2533,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148674,,,0,0,ג'אבר עסאקלה,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'אבר עסאקלהאיימן עודהעאידה תומא סלימאןעופר כסיףיוסף ג'בארין
"הצעת חוק הביטוח הלאומי (תיקון - הארכת תקופת הזכאות לדמי אבטלה לצעירים), התשפ'א-2020",,פ\23\2534,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149883,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק הביטוח הלאומי (תיקון - הצמדת קצבת אזרח ותיק לשכר הממוצע במשק), התשפ'א-2020",,פ\23\2535,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149903,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק להגדלת היצע מעונות סטודנטים, התשפ'א-2020",,פ\23\2536,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2144495,,,0,0,יוראי להב הרצנו,בועז טופורובסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנובועז טופורובסקי
"הצעת חוק זכויות הסטודנט (תיקון - התאמות לבני זוג של משרתי מילואים), התשפ'א-2020",,פ\23\2537,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2150252,,,0,0,מאיר כהן,אורנה ברביבאי,עידן רול,יוראי להב הרצנו,אנדרי קוז'ינוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מאיר כהןאורנה ברביבאיעידן רוליוראי להב הרצנואנדרי קוז'ינוב
"הצעת חוק הביטוח הלאומי (תיקון - ביטוח זכויות עצמאי שעיקר הכנסתו מעסק בהליכי חדלות פירעון), התשפ'א-2020",,פ\23\2538,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149894,,,0,0,אוסאמה סעדי,אחמד טיבי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדיאחמד טיביסונדוס סאלח
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - מימוש מרשם בכל בית מרקחת), התשפ'א-2020",,פ\23\2539,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149897,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
"הצעת חוק הביטוח הלאומי (תיקון - דמי פגיעה לעצמאי), התשפ'א-2020",,פ\23\2540,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149949,,,0,0,מרב מיכאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרב מיכאלי
"הצעת חוק הביטוח הלאומי (תיקון - שיתוף פעולה מצד המעסיק), התשפ'א-2020",,פ\23\2541,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149967,,,0,0,אחמד טיבי,אוסאמה סעדי,סונדוס סאלח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדיסונדוס סאלח
